sentence,label
imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama ,1
inspiring or insightful ,1
it is easy to take this film at face value and enjoy its slightly humorous and tender story ,1
racial profiling hollywood style ,0
certainly raises the film above anything sandler 's been attached to before . ,1
blatant and sickening product placement ,0
in part because the consciously dumbed-down approach wears thin ,0
not only learning but inventing a remarkable new trick ,1
recognize ,1
sane person ,1
a dearth of vitality ,0
tiny acts of kindness ,1
"be forewarned , if you 're depressed about anything before watching this film ",0
an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it did n't try to . ,1
masters of both ,1
imitations ,0
an absolute delight for all audiences ,1
"humorous and heartfelt , douglas mcgrath 's version of ` nicholas nickleby ' ",1
grade-grubbers ,0
point the way for adventurous indian filmmakers toward a crossover into nonethnic markets ,1
is that celebi could take me back to a time before i saw this movie ,0
"absolutely , inescapably gorgeous , skyscraper-trapeze motion ",1
has the disjointed feel of a bunch of strung-together tv episodes . ,0
uncommonly moving ,1
safely recommended as a video/dvd babysitter ,1
"( evans is ) a fascinating character , and deserves a better vehicle than this facetious smirk of a movie . ",0
a tv episode rather than a documentary ,0
high-wattage ,1
astounds ,1
triumphant ,1
the modern-day characters are nowhere near as vivid as the 19th-century ones . ,0
recognized ,1
a soul-stirring documentary about the israeli/palestinian conflict as ,1
", a lot of people wasted a lot of their time ( including mine ) on something very inconsequential . ",0
than a stifling morality tale ,0
does n't wrap the proceedings up neatly ,0
painfully unfunny farce ,0
workmanlike ,1
"assured , vital and ",1
"the pairing does sound promising in theory ... but their lack of chemistry makes eddie murphy and robert deniro in showtime look like old , familiar vaudeville partners . ",0
sometimes improbable story ,0
taking a hands-off approach when he should have shaped the story to show us why it 's compelling ,0
launch ,1
beauty to behold ,1
"a tired , unnecessary retread ... ",0
almost all of its accumulated enjoyment with a crucial third act miscalculation ,0
"some of the year 's ( unintentionally ) funniest moments , that it 's impossible to care ",0
freedom to feel contradictory things ,1
returning director rob minkoff ... and screenwriter bruce joel rubin ,1
its music or ,0
"some episodes work , some do n't . ",0
labored gags ,0
have a radar for juicy roles ,1
weighs down the tale with bogus profundities . ,0
going to be everyone 's bag of popcorn ,1
a sometimes incisive and sensitive portrait ,1
"filling nearly every minute ... with a lighthearted glow , some impudent snickers , and a glorious dose of humankind 's liberating ability ",1
eddie murphy and owen wilson have a cute partnership in i spy ,1
exploiting molestation for laughs ,0
breathtakingly beautiful outer-space documentary space station 3d ,1
will probably be in wedgie heaven . ,0
easier to digest ,1
be a collection taken for the comedian at the end of the show ,0
it is not the first time that director sara sugarman stoops to having characters drop their pants for laughs and not the last time she fails to provoke them . ,0
got to my inner nine-year-old ,1
nonsensical story ,0
wreck ,0
"do justice to the awfulness of the movie , for that comes through all too painfully in the execution ",0
the final day of the season ,1
a great way to spend 4 units of your day ,1
a pleasant piece of escapist entertainment . ,1
overplayed ,0
"with energy , intelligence and verve , enhanced by a surplus of vintage archive footage ",1
much of all about lily chou-chou is mesmerizing : ,1
", and their personalities undergo radical changes when it suits the script ",0
a besotted and obvious drama that tells us nothing new ,0
"there 's no conversion effort , much of the writing is genuinely witty and both stars are appealing enough to probably have a good shot at a hollywood career , if they want one . ",1
( an ) absorbing documentary ,1
punchy dialogue ,1
the girls-behaving-badly film has fallen ,0
is a director to watch . ,1
"to better understand why this did n't connect with me would require another viewing , and i wo n't be sitting through this one again ... that in itself is commentary enough ",0
stop eric schaeffer before he makes another film ,0
"aimless for much of its running time , until late in the film when a tidal wave of plot arrives ",0
of the most depressing movie-going experiences i can think of ,0
lack their idol 's energy and passion for detail ,0
upfront that the plot makes no sense ,0
"sensational , real-life 19th-century crime ",1
than a more measured or polished production ever could ,1
as a workable primer for the region 's recent history ,1
original cartoon ,1
"the recording sessions are intriguing , and ",1
assert ,0
"like a comedian who starts off promisingly but then proceeds to flop , comedian runs out of steam after a half hour . ",0
one of the best looking and stylish animated movies in quite a while ,1
a remarkable film that explores the monster 's psychology not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted ,1
of the few ` cool ' actors who never seems aware of his own coolness ,1
"the direction has a fluid , no-nonsense authority , and the performances by harris , phifer and cam ` ron seal the deal . ",1
"is off-putting , to say the least , not to mention inappropriate and wildly undeserved . ",0
odd drama ,0
mean it 's good enough for our girls ,1
implied in the title pokémon 4ever is terrifying ,0
annoyed me most about god is great ,0
nothing but net ,1
"the film 's sense of imagery gives it a terrible strength , but it 's propelled by the acting ",1
"penetrating , impenetrable ",1
inspiring and pure ,1
bad sitcom ,0
"'s a treat watching shaw , a british stage icon , melting under the heat of phocion 's attentions . ",1
definitely in the guilty pleasure b-movie category ,1
solid storytelling . ,1
love with its overinflated mythology that it no longer recognizes the needs of moviegoers for real characters and compelling plots . ,0
stevens ' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls . ,1
treating female follies ,1
"all of dean 's mannerisms and self-indulgence , but ",0
the kind that sacrifices real heroism and abject suffering for melodrama ,1
rare to see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' to `` familiar '' before landing squarely on `` stupid '' ,0
that i 'll never listen to marvin gaye or the supremes the same way again ,1
sad to say ,0
even witty ,1
ups ,1
goes downhill . ,0
undeterminable ,0
the dutiful precision of a tax accountant ,0
the scenic splendor ,1
inspired ,1
seems like some futile concoction that was developed hastily after oedekerk ,0
catastrophic collision ,0
connoisseurs of chinese film will be pleased to discover that tian 's meticulous talent has not withered during his enforced hiatus . ,1
", dopey old ",0
"light the candles , bring out the cake and do n't fret about the calories because there 's precious little substance in birthday girl -- ",0
"affecting , amusing , sad and reflective ",1
is easily as bad at a fraction the budget ,0
"is how a rich historical subject , combined with so much first-rate talent ... could have yielded such a flat , plodding picture . ",0
make you feel like a sucker ,0
"we have a bad , bad , bad movie ",0
artistic significance ,1
another boorish movie from the i-heard-a-joke ,0
stoked ,1
subtlety and acumen ,1
than its exploitive array of obligatory cheap ,0
dazzling panoramic shots ,1
slick and ,1
", it 's still a rollicking good time for the most part ",1
"plays as more of a poetic than a strict reality , creating an intriguing species of artifice that gives the lady and the duke something of a theatrical air ",1
fun or ,1
outlandish ,0
that was old when ` angels with dirty faces ' appeared in 1938 ,0
"i enjoyed the movie in a superficial way , while never sure what its purpose was . ",1
"deadpan cool , wry humor and just the measure ",1
", it would gobble in dolby digital stereo . ",0
margarita feels like a hazy high that takes too long to shake . ,0
"the affable maid in manhattan , jennifer lopez 's most aggressive and most sincere attempt ",1
"reggio and glass so rhapsodize cynicism , with repetition and languorous slo-mo sequences , that glass 's dirgelike score becomes a fang-baring lullaby . ",0
a spectacular completion one ,1
"the camera soars above the globe in dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm . ",1
actually means to face your fears ,1
us all ,1
even lazier and ,0
murphy and owen wilson ,0
the vampires ,1
"genial but never inspired , and little ",0
stretches of impact and moments ,1
"vivid , spicy footnote ",1
lacks it . ,0
"an eye-boggling blend of psychedelic devices , special effects and backgrounds , ` spy kids 2 ' ",1
the worst of the entire franchise ,0
swings and jostles ,1
"thrill you , touch you ",1
a fairly revealing study of its two main characters -- ,1
stuck in a dark pit having a nightmare about bad cinema ,0
this summer that do not involve a dentist drill ,0
"otherwise appalling , and ",0
"some of the computer animation is handsome , and various amusing sidekicks add much-needed levity to the otherwise bleak tale , but ",1
undoubtedly the scariest movie ever made about tattoos . ,1
's really wrong with this ricture ,0
scrutiny ,0
the acting is just fine ,1
achieves the near-impossible ,1
"cold , ",0
boring and obvious ,0
"well-directed and , for all its moodiness , not too ",1
with pitch-perfect acting ,1
steals ,0
the film 's saving graces ,1
relatively dry ,0
cranked out on an assembly line ,0
a personal low ,0
for the film 's winning tone ,1
"two fine actors , morgan freeman and ",1
kicks into gear ,1
become a caricature -- not even with that radioactive hair ,0
cinematic poet ,1
"that carries its share of laughs -- sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh ",1
", the french-produced `` read my lips '' is a movie that understands characters must come first . ",1
"a smart , sassy and exceptionally charming ",1
's nothing interesting in unfaithful whatsoever ,0
is to substitute plot for personality . ,0
the pianist is the film roman polanski may have been born to make . ,1
with a life-affirming message ,1
it squanders chan 's uniqueness ; it could even be said to squander jennifer love hewitt ! ,0
to honor the many faceless victims ,1
compelling and horrifying ,1
an epic four-hour indian musical ,1
"beautifully shot , delicately ",1
"will no doubt rally to its cause , trotting out threadbare standbys like ` masterpiece ' and ` triumph ' and all that malarkey , but ",0
"even as i valiantly struggled to remain interested , or at least conscious , i could feel my eyelids ... getting ... very ... heavy ... ",0
a thoughtful and unflinching examination of an alternative lifestyle ,1
"lack contrast , are murky ",0
a casual intelligence ,1
is wholly unconvincing ,0
what made allen 's romantic comedies so pertinent and enduring ,1
i just did n't care ,0
admittedly problematic in its narrative specifics ,0
classic cinema served up with heart and humor ,1
"becomes just another voyeuristic spectacle , to be consumed and forgotten ",0
the movie equivalent of staring into an open wound ,0
does the field no favors ,0
left a few crucial things out ,0
about one of cinema 's directorial giants ,1
it 's dark but has wonderfully funny moments ; you care about the characters ; and the action and special effects are first-rate . ,1
not smart or barbed enough for older viewers ,0
like time fillers between surf shots ,0
", hard-hitting documentary . ",1
most unpleasant ,0
"hatfield and hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications ",1
its fun ,1
convincing case ,1
to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original ,1
"shows crushingly little curiosity about , ",0
familiar road ,1
the kind of social texture and realism ,1
"constantly touching , surprisingly funny , semi-surrealist exploration of the creative act . ",1
good yarn-spinner ,1
his film overwhelmed ,1
"takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to watch . ",1
been hyped to be because it plays everything too safe ,0
's virtually impossible to like any of these despicable characters . ,0
the cartoonish clichés and sneering humor of the genre as it provides a fresh view of an old type ,1
come off too amateurish and awkward ,0
"a superfluous sequel ... plagued by that old familiar feeling of ` let 's get this thing over with ' : everyone has shown up at the appointed time and place , but visible enthusiasm is mighty hard to find . ",0
"barely makes sense , with its unbelievable naïveté and arbitrary flashbacks . ",0
"looks to be going through the motions , beginning with the pale script ",0
forget its absurdity ,0
"the story itself it mostly told through on-camera interviews with several survivors , whose riveting memories are rendered with such clarity that it 's as if it all happened only yesterday . ",1
"marvelous documentary touches -- ever so gracefully -- on the entire history of the yiddish theater , both in america and israel . ",1
fairly impressive debut ,1
the big metaphorical wave that is life -- wherever it takes you ,1
may well be the year 's best and most unpredictable comedy . ,1
the whole thing never existed ,0
"this is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but ",1
a disappointingly thin slice ,0
"much of a mixed bag , with enough negatives ",0
carrying this wafer-thin movie ,0
"so , hopefully , this film will attach a human face to all those little steaming cartons . ",1
blockbuster ,1
"is one big , dumb action movie ",0
their performances could have -- should have -- been allowed to stand on their own ,0
ennui-hobbled ,0
does not work . ,0
"pretentious , ",0
a low-budget series ,0
to attempt to pass this stinker off as a scary movie ,0
parental units ,1
concession stand and/or restroom ,0
run out of clever ideas and visual gags about halfway through ,0
that george lucas can only dream of ,1
a successful career in tv ,1
you 're an elvis person ,1
", overall it 's an entertaining and informative documentary . ",1
is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender ,0
original and insightful ,1
meaning in relationships or work ,1
"fare , with enough creative energy and wit to entertain all ages ",1
be most effective if used as a tool to rally anti-catholic protestors ,0
is one baaaaaaaaad movie . ,0
do little to salvage this filmmaker 's flailing reputation . ,0
"is smarter and subtler than ( total recall and blade runner ) , although its plot may prove too convoluted for fun-seeking summer audiences ",1
the original was n't a good movie ,0
genuine insight into the urban heart ,1
a slam-bang extravaganza ,1
loved classic ,1
", it 's because there 's no discernible feeling beneath the chest hair ",0
been edited at all ,0
"garcía bernal and talancón are an immensely appealing couple , and ",1
too boring and obvious ,0
he gives the story some soul ,1
"occasionally flawed , ",0
"the storytelling may be ordinary , but the cast is one of those all-star reunions that fans of gosford park have come to assume is just another day of brit cinema . ",1
disappointed ,0
more than a little pretentious ,0
mira sorvino 's limitations as a classical actress ,0
it makes up for in heart . ,1
abomination ,0
"no psychology here , and no real narrative logic -- ",0
"druggy and self-indulgent , ",0
most refreshing about real women have curves ,1
is so earnest in its yearning for the days ,1
by poor casting ,0
jet ,1
a haunting tale ,1
a delicious and delicately funny look at the residents of a copenhagen neighborhood coping with the befuddling complications life ,1
to perform ,1
"this nicholas nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end . ",1
enervating determination ,1
shot but dull and ankle-deep ` epic . ,0
found in its ability to spoof both black and white stereotypes equally ,1
"a fascinating , bombshell documentary that should shame americans , regardless of whether or not ultimate blame finally lies with kissinger . ",1
current innovators ,1
overflowing ,1
", it ultimately delivers ",1
uneven but a lot of fun . ,1
director charles stone iii applies more detail to the film 's music than to the story line ; ,0
is enough originality in ` life ' to distance it from the pack of paint-by-number romantic comedies that so often end up on cinema screens . ,1
as well as rank frustration from those in the know about rubbo 's dumbed-down tactics ) ,0
his most sparkling ,1
there 's something fishy about a seasonal holiday kids ' movie ... that derives its moment of most convincing emotional gravity from a scene where santa gives gifts to grownups ,0
upscale ,1
"to mention mysterious , sensual , emotionally intense , and replete with virtuoso throat-singing ",1
the scarifying ,1
worked so much better dealing in only one reality ,0
delivers a magnetic performance ,1
very well ,1
"this is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be . ",0
ensures ,1
each one of these people stand out and everybody else is in the background and it just seems manufactured to me and artificial ,0
some genuine quirkiness ,1
"proves preposterous , the acting is robotically italicized , ",0
wastes its time on mood ,0
a lot of tooth in roger dodger ,1
to be smarter and more diabolical than you could have guessed at the beginning ,1
you love the music ,1
"maybe you 'll be lucky , and there 'll be a power outage during your screening so you can get your money back . ",0
recycles every cliché about gays in what is essentially an extended soap opera ,0
"as an introduction to the man 's theories and influence , derrida is all but useless ; as a portrait of the artist as an endlessly inquisitive old man , however , it 's invaluable . ",1
's never as solid as you want it to be ,0
darling band wilco ,1
is engaging enough to keep you from shifting in your chair too often ,1
"texan director george ratliff had unlimited access to families and church meetings , and he delivers fascinating psychological fare . ",1
makes you care about music you may not have heard before ,1
a provocative piece ,1
fun-for-fun 's ,1
that seagal 's overweight and out of shape ,0
"this is a very ambitious project for a fairly inexperienced filmmaker , ",1
"cold , gray , antiseptic and ",0
what ( frei ) gives us ... is a man who uses the damage of war -- far more often than the warfare itself -- to create the kind of art shots that fill gallery shows . ,1
oozes craft . ,1
foul up shum 's good intentions ,0
"has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history ",1
"shrill , simple and soapy . ",1
it 's splash without the jokes . ,0
the thin veneer ,0
dedication ,1
"is at once playful and haunting , an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends . ",1
"( johnnie to and wai ka fai are ) sure to find an enthusiastic audience among american action-adventure buffs , but the film 's interests may be too narrow to attract crossover viewers . ",0
incoherence and ,0
being bored ,0
a film so cold and dead ,0
an overexposed waste ,0
"a headline-fresh thriller set among orthodox jews on the west bank , joseph cedar 's time of favor manages not only to find a compelling dramatic means of addressing a complex situation , it does so without compromising that complexity . ",1
the utter cuteness ,1
dead-end ,0
provide an emotional edge ,1
was n't as bad as i thought it was going to be ,1
worst sense ,0
", like shiner 's organizing of the big fight , pulls off enough ",1
've never seen the deep like you see it in these harrowing surf shots ,1
good man ,1
if the screenplay falls somewhat short ,0
a reasonably good time ,1
better to do with 94 minutes ,0
elegance and ,1
great ,1
"if the film fails to fulfill its own ambitious goals , it nonetheless sustains interest during the long build-up of expository material . ",1
"perfectly acceptable , occasionally very enjoyable ",1
"try as you might to resist , if you 've got a place in your heart for smokey robinson ",1
also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were . ,0
of a witty expose on the banality and hypocrisy of too much kid-vid ,1
the arguments ,1
does a bang-up job of pleasing the crowds ,1
"a gorgeously strange movie , heaven is deeply concerned with morality ",1
most devastating ,0
"while somewhat less than it might have been , the film is a good one , and ",1
it 's good-natured and sometimes quite funny ,1
uncool the only thing missing is the `` gadzooks ! ,0
intelligent ,1
try hard but come off too amateurish and awkward ,0
resuscitate ,1
of a copenhagen neighborhood coping with the befuddling complications life ,0
"stodgy , soap opera-ish dialogue ",0
an intriguing story of maternal instincts and misguided acts of affection ,1
"a square , sentimental drama that satisfies , as comfort food often can ",1
's awfully entertaining to watch ,1
this likable movie ,1
the 3-d vistas from orbit ,1
"oftentimes funny , yet ",1
"journalistically dubious , ",0
why i have given it a one-star rating ,0
has the right stuff for silly summer entertainment and ,1
it takes an abrupt turn into glucose sentimentality and laughable contrivance ,0
"a clumsily manufactured exploitation flick , ",0
the sensational true-crime ,1
celebrated ,1
control-alt-delete simone as quickly as possible ,0
to fill time ,0
who makes martha enormously endearing ,1
"that is funny , touching , smart and complicated ",1
good-naturedly ,1
narrative banality ,0
"law enforcement , and a visceral , nasty journey ",0
"less a story than an inexplicable nightmare , right down to the population 's shrugging acceptance to each new horror . ",0
more because you 're one of the lucky few who sought it out ,1
sorvino glides gracefully from male persona to female without missing a beat . ,1
freakshow ,0
a solidly entertaining ,1
highly uneven and inconsistent ... ,0
"that covers our deepest , media-soaked fears ",0
slap her - she 's not funny ,0
"it forces you to watch people doing unpleasant things to each other and themselves , ",0
in charm ,1
"a confluence of kiddie entertainment , sophisticated wit and symbolic graphic design . ",1
of a story that 's a lot richer than the ones hollywood action screenwriters usually come up with on their own ,1
... a pretentious and ultimately empty examination of a sick and evil woman . ,0
as boring ,0
vibrant with originality ,1
overall the halloween series has lost its edge ,0
"the subtitled costume drama is set in a remote african empire before cell phones , guns , and the internal combustion engine ",1
"tale will be all too familiar for anyone who 's seen george roy hill 's 1973 film , `` the sting . '' ",0
me uncomfortably close to losing my lunch ,0
a sane and breathtakingly creative film ,1
make it look as though they are having so much fun ,1
keeps throwing fastballs ,1
really rather special ,1
credit director ramsay for taking the sometimes improbable story and making it ,1
an even less capable trio of criminals ,0
just a bunch of good actors flailing around in a caper that 's neither original nor terribly funny ,1
", ( ahola ) has a wooden delivery and encounters a substantial arc of change that does n't produce any real transformation . ",0
( and educational ) ,1
most thrillers send audiences out talking about specific scary scenes or startling moments ; `` frailty '' leaves us with the terrifying message that the real horror may be waiting for us at home . ,1
intoxicating ,1
dramedy ' ,1
holds a certain charm ,1
"things really get weird , though not particularly scary : ",0
an excellent cast ,1
of barney 's crushingly self-indulgent spectacle ,1
a lovely trifle ,1
strong ,1
"what redeems the film is the cast , particularly the ya-yas themselves . ",1
davis ' highly personal brand of romantic comedy ,1
good-time ,1
overexposed ,0
"a new film from bill plympton , the animation master , is always welcome . ",1
"the visuals , even erotically frank ones , become dullingly repetitive ",0
find a movie character more unattractive or odorous ( than leon ) ,0
"'s just too bad the screenwriters eventually shoot themselves in the feet with cop flick cliches like an oily arms dealer , squad car pile-ups and the requisite screaming captain . ",0
if i said my ribcage did n't ache by the end of kung pow ,1
infuriatingly quirky and taken with its own style . ,0
"does n't end up having much that is fresh to say about growing up catholic or , really , anything . ",0
the best the contest received ,1
of the same old garbage ,0
's informative and breathtakingly spectacular ,1
is spot on ,1
it 's all quite tasteful to look at ,1
quickie tv special ,0
stiff and ,0
"humor , verve and fun ",1
its predictable plot and paper-thin supporting characters ,0
displacement ,0
"fathers and sons , and the uneasy bonds between them ",1
"fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots ( or cinema seats ) ",0
"a funny ( sometimes hilarious ) comedy with a deft sense of humor about itself , a playful spirit and a game cast ",1
the plot seems a bit on the skinny side ,0
this marvelous film ,1
"that maybe she , janine and molly -- an all-woman dysfunctional family -- deserve one another ",0
it is notable for its stylistic austerity and forcefulness ,1
really solid performances by ving rhames and wesley snipes ,1
"( shyamalan ) turns the goose-pimple genre on its empty head and fills it with spirit , purpose and emotionally bruised characters who add up to more than body count . ",1
carvey 's considerable talents ,1
"helpful to listen to extremist name-calling , regardless of whether you think kissinger was a calculating fiend or just a slippery self-promoter ",0
hélène angel is definitely a director to watch . ,1
's an interesting effort ( particularly for jfk conspiracy nuts ) ,1
's enough to sustain laughs ,1
a funny and touching film ,1
slyly exquisite ,1
in grand passion ,1
good cast ,1
excruciating demonstration ,0
"a boring masquerade ball where normally good actors , even kingsley , are made to look bad . ",0
sabotaged ,0
", it has a genuine dramatic impact ",1
a dim-witted and lazy spin-off ,0
", auto focus bears out as your typical junkie opera ... ",0
but one thing 's for sure : it never comes close to being either funny or scary ,0
pretty well ,1
distinguished and thoughtful ,1
"in part to interesting cinematic devices ( cool visual backmasking ) , a solid cast , and some wickedly sick and twisted humor ",1
sheds light ,1
"... an airless , prepackaged julia roberts wannabe that stinks so badly of hard-sell image-mongering you 'll wonder if lopez 's publicist should share screenwriting credit . ",0
uncluttered ,1
is always welcome . ,1
here 's yet another cool crime movie that actually manages to bring something new into the mix . ,1
fascinating little thriller ,1
"shows holmes has the screen presence to become a major-league leading lady , ( but ) the movie itself is an underachiever , a psychological mystery that takes its sweet time building to a climax that 's scarcely a surprise by the time it arrives . ",0
"starts out mediocre , spirals downward , and thuds to the bottom of the pool with an utterly incompetent conclusion . ",0
a great deal of corny dialogue and preposterous moments ,0
exciting moviemaking ,1
existential suffering ,0
they love and make ,1
the wise-beyond-her-years teen ,1
"( gulpilil ) is a commanding screen presence , and his character 's abundant humanism makes him the film 's moral compass . ",1
over-blown ,0
anyone who welcomes a dash of the avant-garde fused with their humor ,1
dark-as-pitch ,0
boasts a handful of virtuosic set pieces and ,1
is a must ,1
loud and boring ,0
to the concept of loss ,0
provocative and ,1
the rare sequel that 's better than its predecessor ,1
thumbs up to paxton ,1
"make the most of the large-screen format , ",1
", mr. rose 's updating works surprisingly well . ",1
"this might not seem like the proper cup of tea , ",0
this latest installment of the horror film franchise that is apparently as invulnerable as its trademark villain ,1
"all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment ",1
"an odd show , pregnant with moods , stillborn except as a harsh conceptual exercise ",0
"this digital-effects-heavy , supposed family-friendly comedy ",0
"gets under your skin and , some plot blips ",0
a lackluster script and substandard performances ,0
"carefully choreographed atrocities , which become strangely impersonal and abstract ",0
"they crush each other under cars , throw each other out windows , electrocute and dismember their victims in full consciousness . ",0
"the leads are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer 's secondhand material . ",0
and undemanding armchair tourists ,0
bottom ,0
enthralling aesthetic experience ,1
rip off that we were aware of ,0
it 's also disappointing to a certain degree . ,0
humorous . ,1
it is a remarkably original work . ,1
it reaffirms life as it looks in the face of death . ,1
as it is instructive ,1
"the movie is silly beyond comprehension , ",1
is n't as funny as you 'd hoped ,0
"whose style , structure and rhythms are so integrated with the story ",1
shock-you-into-laughter ,1
a good and ambitious film ,1
complain that ` they do n't make movies like they used to anymore ,0
a welcome relief from baseball movies that try too hard to be mythic ,1
"great to see this turd squashed under a truck , preferably a semi ",0
"more than anything else , kissing jessica stein injects freshness and spirit into the romantic comedy genre , which has been held hostage by generic scripts that seek to remake sleepless in seattle again and again . ",1
winning shot ,1
ultimately this is a frustrating patchwork : an uneasy marriage of louis begley 's source novel ( about schmidt ) and an old payne screenplay . ,0
solidly entertaining and moving family drama ,1
adaptation is simply brilliant . ,1
animated filmmaking since old walt ,1
should pay reparations to viewers ,0
's pure entertainment ,1
live a rich and full life ,1
"in artful , watery tones of blue , green and brown ",1
"thrills , too many flashbacks and ",0
"from the choppy editing to the annoying score to ` special effects ' by way of replacing objects in a character 's hands below the camera line , `` besotted '' is misbegotten ",0
it 's his strongest performance since the doors ,1
clever and ,1
addictive ,1
"the best thing about the movie is its personable , amusing cast . ",1
corcuera 's attention to detail ,1
malcolm mcdowell is cool . ,1
unimaginative and ,0
of the stand-up comic ,1
begins on a high note ,1
"appealing enough to probably have a good shot at a hollywood career , if they want one ",1
does n't have a passion for the material . ,0
the problems and characters it reveals ,0
of a raindrop ,1
a potentially good comic premise and excellent cast ,1
assurance ,1
too cynical ,0
supremely good ,1
schütte 's dramatic snapshot ,1
pretty good overall picture ,1
offers an interesting bit of speculation ,1
visceral sensation ,1
", beautifully realized ",1
"its leaden acting , ",0
the film does n't show enough of the creative process or even of what was created for the non-fan to figure out what makes wilco a big deal . ,0
its visual appeal ,1
sin ,0
"savvy , compelling ",1
more than recycled jock ,0
"soulful , scathing and joyous ",1
the sum of its parts in today 's hollywood ,1
"strives to be more , but does n't quite get there . ",0
"flimsier with its many out-sized , out of character and logically porous action set ",0
remind them that hong kong action cinema is still alive and kicking ,1
"no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery ",0
beautifully produced ,1
", haphazard , and inconsequential romantic ",0
keeps you guessing at almost every turn ,1
of the best ensemble casts of the year ,1
could n't be more timely in its despairing vision of corruption within the catholic establishment ,1
"a staggeringly compelling character , ",1
wickedly undramatic ,0
contest to see who can out-bad-act the other ,0
running on empty ,0
a good movie ye ,1
"spectacular in every sense of the word , even if you don ' t ",1
"uses a totally unnecessary prologue , ",0
if you have nothing better to do with 94 minutes ,0
"are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer 's secondhand material ",0
"is , more often then ",1
the quirky and recessive charms of co-stars martin donovan and mary-louise parker ,1
a worthwhile environmental message ,1
want to watch if you only had a week to live ,1
is authentic to the core of his being . ,1
"are complex and quirky , but entirely believable as the remarkable ensemble cast brings them to life ",1
does not really ,0
makin ' a fool of himself ,0
"is enriched by an imaginatively mixed cast of antic spirits , headed by christopher plummer as the subtlest and most complexly evil uncle ralph i 've ever seen in the many film and stage adaptations of the work ",1
in full consciousness ,1
its worthy predecessors ,1
heralds something special ,1
grave ,0
enormously good ,1
pretends to be passionate and truthful but ,0
naomi watts is terrific as rachel ; her petite frame and vulnerable persona emphasising her plight and isolation ,1
fails to convince the audience that these brats will ever be anything more than losers ,0
dumb fart jokes ,0
"through putrid writing , direction and timing with a smile that says , ` if i stay positive , maybe i can channel one of my greatest pictures , drunken master . ' ",0
"ineffable , elusive , yet inexplicably powerful ",1
a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an m-16 ,1
more than adequately fills the eyes and stirs the emotions ,1
"if it is n't entirely persuasive , it does give exposure to some talented performers ",1
"walked away not really know who `` they '' were , what `` they '' looked like ",0
touching ,1
"to do with the casting of juliette binoche as sand , who brings to the role her pale , dark beauty and characteristic warmth ",1
"captures , in luminous interviews and amazingly evocative film from three decades ago ",1
new movie rapes ,0
"it is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter . ",1
infuriating film . ,0
much panache ,1
poignant lyricism ,1
crass and insulting ,0
a convincing impersonation ,1
"the histrionic muse still eludes madonna and , playing a charmless witch ",0
to crack a smile at ,1
an interesting topic ,1
frustrates ,0
"we do n't get williams ' usual tear and a smile , just sneers and bile , ",0
"while you have to admit it 's semi-amusing to watch robert deniro belt out `` when you 're a jet , you 're a jet all the way , '' it 's equally distasteful to watch him sing the lyrics to `` tonight . '' ",0
great rewards ,1
counting a few gross-out comedies i 've been trying to forget ,0
"'s a testament to the film 's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries . ",1
fully formed ,1
the artist 's work may take on a striking new significance for anyone who sees the film ,1
just offbeat ,0
masterfully controlled ,1
of empathy for its characters ,1
"incredibly heavy-handed , manipulative dud ",0
"sweet home alabama is n't going to win any academy awards , but ",1
emphasizes the well-wrought story and ,1
this sappy ethnic sleeper proves that not only blockbusters pollute the summer movie pool . ,0
do well to check this one out because it 's straight up twin peaks action ,1
"originality ai n't on the menu , but there 's never a dull moment in the giant spider invasion comic chiller . ",1
